student_id,skill_id
student-b49c84581a51,skill-3bc8408be5e7
student-b49c84581a51,skill-ed0504f70a48
student-b49c84581a51,skill-4445d918dfcf
student-99a033c6672f,skill-94f1c7c0ec6d
student-99a033c6672f,skill-724f40bbb5cf
student-99a033c6672f,skill-18885f27b5af
student-99a033c6672f,skill-6e776c5041e9
student-99a033c6672f,skill-2dd9eb7d9f0c
student-8342316eac59,skill-b949c922b6ef
student-8342316eac59,skill-2dd9eb7d9f0c
student-8342316eac59,skill-e6169e958b37
student-8342316eac59,skill-598821f540fe
student-8342316eac59,skill-8e2848d04afe
student-8342316eac59,skill-724f40bbb5cf
student-8342316eac59,skill-cc9e70625970
student-8342316eac59,skill-b1fa104b9bf0
student-b6e482146e41,skill-724f40bbb5cf
student-b6e482146e41,skill-ef0f41c9727a
student-b6e482146e41,skill-3bc8408be5e7
student-b6e482146e41,skill-bde483d06e32
student-b6e482146e41,skill-040228846ead
student-b6e482146e41,skill-6cab6d272b4d
student-36102d4b2182,skill-d66e14828ca4
student-36102d4b2182,skill-bde483d06e32
student-36102d4b2182,skill-94f1c7c0ec6d
student-36102d4b2182,skill-3bc8408be5e7
student-36102d4b2182,skill-9e8bf4c5c3cb
student-36102d4b2182,skill-32fd72a0e074
student-36102d4b2182,skill-8cdf6dd5be3b
student-36102d4b2182,skill-cc52d03280b7
student-1b9b4255c789,skill-94d8a734ab66
student-1b9b4255c789,skill-494a953d8b1c
student-1b9b4255c789,skill-8c2574892063
student-1b9b4255c789,skill-45314e97b0c2
student-1b9b4255c789,skill-05642da1523d
student-1b9b4255c789,skill-18885f27b5af
student-1b9b4255c789,skill-ec75f79040af
student-1b9b4255c789,skill-4445d918dfcf
student-1b9b4255c789,skill-c8d75cb07591
student-e4350bbef33f,skill-a7056a455639
student-e4350bbef33f,skill-8c2574892063
student-e4350bbef33f,skill-598821f540fe
student-e4350bbef33f,skill-20f3bd11a056
student-e4350bbef33f,skill-18885f27b5af
student-e4350bbef33f,skill-8e194cdc9d6f
student-e4350bbef33f,skill-cc63137a281a
student-e4350bbef33f,skill-b27ad06d123c
student-464112774049,skill-1232362fd209
student-464112774049,skill-9316cd4d881e
student-464112774049,skill-18885f27b5af
student-464112774049,skill-5b11a40ce7ac
student-464112774049,skill-625da44e4eaf
student-464112774049,skill-49566270eff6
student-464112774049,skill-098bda83a6fa
student-464112774049,skill-05b073bd5e46
student-54df2efde62d,skill-d4347223667f
student-54df2efde62d,skill-18885f27b5af
student-54df2efde62d,skill-8c2574892063
student-54df2efde62d,skill-49566270eff6
student-54df2efde62d,skill-cd590f6d28ae
student-54df2efde62d,skill-1f4a4ded0bba
student-54df2efde62d,skill-9efab62721cf
student-60b8634fcdae,skill-e86755d376aa
student-60b8634fcdae,skill-1de78d79ea8e
student-60b8634fcdae,skill-6d5cac6925f2
student-60b8634fcdae,skill-ebf9a09143ee
student-60b8634fcdae,skill-c44362bf3425
student-75612cb7ad59,skill-098bda83a6fa
student-75612cb7ad59,skill-8cdf6dd5be3b
student-75612cb7ad59,skill-41a52587276c
student-75612cb7ad59,skill-1de78d79ea8e
student-75612cb7ad59,skill-c44362bf3425
student-75612cb7ad59,skill-e148d591f1e2
student-1fc79562ffed,skill-009feb88ac14
student-1fc79562ffed,skill-e86755d376aa
student-1fc79562ffed,skill-d4347223667f
student-1fc79562ffed,skill-18885f27b5af
student-1fc79562ffed,skill-6cab6d272b4d
student-1fc79562ffed,skill-5aa5a4a0e913
student-1fc79562ffed,skill-1fc0c785332e
student-1fc79562ffed,skill-01fad993ff61
student-1e2c32df1b6f,skill-94f1c7c0ec6d
student-1e2c32df1b6f,skill-18885f27b5af
student-1e2c32df1b6f,skill-26f2faf23e18
student-1e2c32df1b6f,skill-ef0f41c9727a
student-1e2c32df1b6f,skill-0073e8c7fe96
student-1e2c32df1b6f,skill-05642da1523d
student-1e2c32df1b6f,skill-1de78d79ea8e
student-cb49e657493f,skill-03312bee2e65
student-cb49e657493f,skill-20f3bd11a056
student-cb49e657493f,skill-90cf7bd8432d
student-cb49e657493f,skill-598821f540fe
student-cb49e657493f,skill-5ad7efb21006
student-cb49e657493f,skill-39dd7cffe498
student-cb49e657493f,skill-5b11a40ce7ac
student-4bfe0c652ecf,skill-18885f27b5af
student-4bfe0c652ecf,skill-098bda83a6fa
student-4bfe0c652ecf,skill-41a52587276c
student-4bfe0c652ecf,skill-8d9a80fb1dc3
student-4bfe0c652ecf,skill-c1ba60ce1358
student-4bfe0c652ecf,skill-b27ad06d123c
student-4bfe0c652ecf,skill-69dbf44b3d90
student-4bfe0c652ecf,skill-5171ce3048d3
student-4bfe0c652ecf,skill-05b073bd5e46
student-f017c8b84811,skill-18885f27b5af
student-f017c8b84811,skill-598821f540fe
student-f017c8b84811,skill-c4e0ecf5b345
student-f017c8b84811,skill-bcd41373249e
student-f017c8b84811,skill-e876abbe46ea
student-f017c8b84811,skill-2dd9eb7d9f0c
student-f017c8b84811,skill-8c2574892063
student-f017c8b84811,skill-74eae95fdba4
student-1861d794d8b7,skill-bcd41373249e
student-1861d794d8b7,skill-90cf7bd8432d
student-1861d794d8b7,skill-c44362bf3425
student-1861d794d8b7,skill-c4e0ecf5b345
student-1861d794d8b7,skill-20f3bd11a056
student-1861d794d8b7,skill-18885f27b5af
student-1861d794d8b7,skill-c8d75cb07591
student-1861d794d8b7,skill-3981a2b9c1ef
student-1861d794d8b7,skill-cc52d03280b7
student-1861d794d8b7,skill-9e8bf4c5c3cb
student-7b6fab509720,skill-8ff7b29c130d
student-7b6fab509720,skill-cc52d03280b7
student-7b6fab509720,skill-d58222c0b47f
student-7b6fab509720,skill-c4e0ecf5b345
student-7b6fab509720,skill-3bc8408be5e7
student-7b6fab509720,skill-e6169e958b37
student-19f023ce35cc,skill-b949c922b6ef
student-19f023ce35cc,skill-e6169e958b37
student-19f023ce35cc,skill-c4e0ecf5b345
student-19f023ce35cc,skill-2dd9eb7d9f0c
student-19f023ce35cc,skill-20f3bd11a056
student-19f023ce35cc,skill-494a953d8b1c
student-19f023ce35cc,skill-1dbd59f661d6
student-84897cf262d1,skill-a7056a455639
student-84897cf262d1,skill-18885f27b5af
student-84897cf262d1,skill-6cab6d272b4d
student-84897cf262d1,skill-ef0f41c9727a
student-84897cf262d1,skill-07783d014345
student-84897cf262d1,skill-8e2848d04afe
student-84897cf262d1,skill-c0862201e27e
student-826e5a0d15c3,skill-8d9a80fb1dc3
student-826e5a0d15c3,skill-c1ba60ce1358
student-826e5a0d15c3,skill-41a52587276c
student-826e5a0d15c3,skill-e6169e958b37
student-826e5a0d15c3,skill-9efab62721cf
student-826e5a0d15c3,skill-5b11a40ce7ac
student-826e5a0d15c3,skill-ee27322554e4
student-fbc3256f693c,skill-18885f27b5af
student-fbc3256f693c,skill-d4347223667f
student-fbc3256f693c,skill-45314e97b0c2
student-fbc3256f693c,skill-b37bda2ccfc5
student-fbc3256f693c,skill-05642da1523d
student-fbc3256f693c,skill-353f838b4b39
student-fbc3256f693c,skill-bcd41373249e
student-fbc3256f693c,skill-07783d014345
student-fbc3256f693c,skill-bde483d06e32
student-f56f18bba2ca,skill-74eae95fdba4
student-f56f18bba2ca,skill-6cab6d272b4d
student-f56f18bba2ca,skill-18885f27b5af
student-f56f18bba2ca,skill-cc52d03280b7
student-f56f18bba2ca,skill-91231ff9ab66
student-f56f18bba2ca,skill-d58222c0b47f
student-f56f18bba2ca,skill-39dd7cffe498
student-f56f18bba2ca,skill-598821f540fe
student-f56f18bba2ca,skill-8e2848d04afe
student-f56f18bba2ca,skill-0073e8c7fe96
student-748d64740dd1,skill-cc63137a281a
student-748d64740dd1,skill-d4347223667f
student-748d64740dd1,skill-c58f5de0911c
student-748d64740dd1,skill-18885f27b5af
student-748d64740dd1,skill-f1deb75fa21d
student-748d64740dd1,skill-8fcd1836eba8
student-748d64740dd1,skill-c8d75cb07591
student-748d64740dd1,skill-05b073bd5e46
student-35136c722e04,skill-72ebd499f293
student-35136c722e04,skill-3bc8408be5e7
student-35136c722e04,skill-553ea337c893
student-35136c722e04,skill-ef0f41c9727a
student-35136c722e04,skill-bde483d06e32
student-35136c722e04,skill-94f1c7c0ec6d
student-35136c722e04,skill-89dccd9f7379
student-35136c722e04,skill-31c819b24cf3
student-35136c722e04,skill-598821f540fe
student-7758dfd3c76b,skill-c44362bf3425
student-7758dfd3c76b,skill-c4e0ecf5b345
student-7758dfd3c76b,skill-20f3bd11a056
student-7758dfd3c76b,skill-598821f540fe
student-7758dfd3c76b,skill-1f4a4ded0bba
student-7758dfd3c76b,skill-ef0f41c9727a
student-7758dfd3c76b,skill-07783d014345
student-95cde0f0dd4c,skill-5b11a40ce7ac
student-95cde0f0dd4c,skill-625da44e4eaf
student-95cde0f0dd4c,skill-49566270eff6
student-95cde0f0dd4c,skill-07783d014345
student-95cde0f0dd4c,skill-d4347223667f
student-95cde0f0dd4c,skill-009feb88ac14
student-95cde0f0dd4c,skill-3140d22d8cb3
student-5afff9711979,skill-18885f27b5af
student-5afff9711979,skill-d4347223667f
student-5afff9711979,skill-45314e97b0c2
student-5afff9711979,skill-a62c0fcffd4e
student-5afff9711979,skill-ee27322554e4
student-432afa65f9e6,skill-94d8a734ab66
student-432afa65f9e6,skill-d4347223667f
student-432afa65f9e6,skill-45314e97b0c2
student-432afa65f9e6,skill-b37bda2ccfc5
student-432afa65f9e6,skill-5aa5a4a0e913
student-432afa65f9e6,skill-cc63137a281a
student-432afa65f9e6,skill-6df2e91a0b30
student-432afa65f9e6,skill-ed0504f70a48
student-432afa65f9e6,skill-ae1d41261666
student-0c1cd280ac88,skill-1dbd59f661d6
student-0c1cd280ac88,skill-91231ff9ab66
student-0c1cd280ac88,skill-74eae95fdba4
student-0c1cd280ac88,skill-d58222c0b47f
student-0c1cd280ac88,skill-cc52d03280b7
student-0c1cd280ac88,skill-9efab62721cf
student-0c1cd280ac88,skill-e86755d376aa
student-0c1cd280ac88,skill-ef0f41c9727a
student-0c1cd280ac88,skill-94f1c7c0ec6d
student-0c1cd280ac88,skill-f1deb75fa21d
student-8256d10d246c,skill-b1fa104b9bf0
student-8256d10d246c,skill-d4347223667f
student-8256d10d246c,skill-5ad7efb21006
student-8256d10d246c,skill-1de78d79ea8e
student-8256d10d246c,skill-274b0f34ea9f
student-8256d10d246c,skill-e148d591f1e2
student-8256d10d246c,skill-9a4d10e69361
student-8256d10d246c,skill-cc9e70625970
student-53c967369b9c,skill-e6169e958b37
student-53c967369b9c,skill-c8d75cb07591
student-53c967369b9c,skill-2dd9eb7d9f0c
student-53c967369b9c,skill-b949c922b6ef
student-53c967369b9c,skill-1f4a4ded0bba
student-53c967369b9c,skill-05b073bd5e46
student-53c967369b9c,skill-009feb88ac14
student-223c25db8829,skill-c1ba60ce1358
student-223c25db8829,skill-18885f27b5af
student-223c25db8829,skill-8cdf6dd5be3b
student-223c25db8829,skill-098bda83a6fa
student-223c25db8829,skill-03312bee2e65
student-223c25db8829,skill-040228846ead
student-223c25db8829,skill-1232362fd209
student-223c25db8829,skill-b3782288b3dd
student-f3ef35b4baa4,skill-553ea337c893
student-f3ef35b4baa4,skill-d66e14828ca4
student-f3ef35b4baa4,skill-724f40bbb5cf
student-f3ef35b4baa4,skill-bde483d06e32
student-f3ef35b4baa4,skill-94f1c7c0ec6d
student-f3ef35b4baa4,skill-1fc0c785332e
student-f3ef35b4baa4,skill-53ee99ac6e3c
student-f3ef35b4baa4,skill-f1deb75fa21d
student-320f070ec47d,skill-03312bee2e65
student-320f070ec47d,skill-20f3bd11a056
student-320f070ec47d,skill-9316cd4d881e
student-320f070ec47d,skill-18885f27b5af
student-320f070ec47d,skill-31c819b24cf3
student-320f070ec47d,skill-494a953d8b1c
student-c1176ea4da56,skill-8d9a80fb1dc3
student-c1176ea4da56,skill-41a52587276c
student-c1176ea4da56,skill-01fad993ff61
student-c1176ea4da56,skill-8cdf6dd5be3b
student-c1176ea4da56,skill-c1ba60ce1358
student-c1176ea4da56,skill-b949c922b6ef
student-c1176ea4da56,skill-20f3bd11a056
student-c1176ea4da56,skill-47e4996e13cd
student-43dd407f6b97,skill-d4347223667f
student-43dd407f6b97,skill-a7056a455639
student-43dd407f6b97,skill-625da44e4eaf
student-43dd407f6b97,skill-07783d014345
student-43dd407f6b97,skill-538372d293e8
student-43dd407f6b97,skill-ae1d41261666
student-43dd407f6b97,skill-9a4d10e69361
student-43dd407f6b97,skill-94d8a734ab66
student-7c1666ca54ab,skill-05642da1523d
student-7c1666ca54ab,skill-cc63137a281a
student-7c1666ca54ab,skill-8c2574892063
student-7c1666ca54ab,skill-c58f5de0911c
student-7c1666ca54ab,skill-5aa5a4a0e913
student-7c1666ca54ab,skill-b37bda2ccfc5
student-7c1666ca54ab,skill-1de78d79ea8e
student-7c1666ca54ab,skill-d66e14828ca4
student-6945c6281fcb,skill-07783d014345
student-6945c6281fcb,skill-5b11a40ce7ac
student-6945c6281fcb,skill-538372d293e8
student-6945c6281fcb,skill-8c2574892063
student-6945c6281fcb,skill-ec75f79040af
student-6945c6281fcb,skill-ed0504f70a48
student-6945c6281fcb,skill-1fc0c785332e
student-6945c6281fcb,skill-6cab6d272b4d
student-1589b5f85adc,skill-b37bda2ccfc5
student-1589b5f85adc,skill-05642da1523d
student-1589b5f85adc,skill-c58f5de0911c
student-1589b5f85adc,skill-5aa5a4a0e913
student-1589b5f85adc,skill-18885f27b5af
student-1589b5f85adc,skill-6cab6d272b4d
student-1589b5f85adc,skill-1b817f9efc97
student-1589b5f85adc,skill-03312bee2e65
